ID,Date,Region,City,Category,Product,Qty,UnitPrice,TotalPrice,CustomerEmail,WebsiteURL
ID07446,13-Oct,East,New York,Cookies,Arrowroot,1,2.18,488.32,doe@gmail.com,https://www.spaces.com
ID07447,16-Oct,East,New York,Bars,Carrot,1,1.77,249.57,jhon@gmail.com,https://www.google.com
ID07448,19-Oct,East,New York,Crackers,Whole Wheat,1,3.49,111.68,smith@gmail.com,https://www.yahoo.com
ID07449,22-Oct,West,San Diego,Bars,Carrot,1,1.77,35.4,Spectre@gmail.com,https://www.microsoft.com
ID07450,25-Oct,East,Boston,Cookies,Arrowroot,1,2.18,87.2,doe@gmail.com,https://www.facebook.com
ID07451,28-Oct,East,Boston,Cookies,Chocolate Chip,1,1.87,91.63,jhon@gmail.com,https://www.meta.com
ID07452,31-Oct,East,Boston,Crackers,Whole Wheat,1,3.49,160.54,smith@gmail.com,https://www.spaces.com
ID07453,3-Nov,West,Los Angeles,Bars,Carrot,1,1.77,69.03,Spectre@gmail.com,https://www.google.com
ID07454,6-Nov,West,Los Angeles,Snacks,Potato Chips,1,1.68,104.16,doe@gmail.com,https://www.yahoo.com
ID07455,9-Nov,East,New York,Bars,Carrot,1,1.77,159.3,jhon@gmail.com,https://www.microsoft.com
ID07456,12-Nov,West,San Diego,Cookies,Arrowroot,1,2.18,224.54,smith@gmail.com,https://www.facebook.com
ID07457,15-Nov,West,San Diego,Cookies,Oatmeal Raisin,1,2.84,90.88,Spectre@gmail.com,https://www.meta.com
ID07458,18-Nov,East,Boston,Bars,Bran,1,1.87,123.42,doe@gmail.com,https://www.spaces.com
ID07459,21-Nov,East,Boston,Cookies,Oatmeal Raisin,1,2.84,275.48,jhon@gmail.com,https://www.google.com
ID07460,24-Nov,West,Los Angeles,Bars,Carrot,1,1.77,53.1,smith@gmail.com,https://www.yahoo.com
ID07461,27-Nov,West,Los Angeles,Snacks,Potato Chips,1,1.68,48.72,Spectre@gmail.com,https://www.microsoft.com
ID07462,30-Nov,East,New York,Bars,Carrot,1,1.77,162.84,doe@gmail.com,https://www.facebook.com
ID07463,3-Dec,West,San Diego,Cookies,Arrowroot,1,2.18,303.02,jhon@gmail.com,https://www.meta.com
ID07464,6-Dec,West,San Diego,Cookies,Oatmeal Raisin,1,2.84,82.36,smith@gmail.com,https://www.spaces.com
ID07465,9-Dec,East,Boston,Bars,Banana,1,2.27,68.1,Spectre@gmail.com,https://www.google.com
ID07466,12-Dec,East,Boston,Cookies,Chocolate Chip,1,1.87,67.32,doe@gmail.com,https://www.yahoo.com
ID07467,15-Dec,East,Boston,Crackers,Whole Wheat,1,3.49,143.09,jhon@gmail.com,https://www.microsoft.com
ID07468,18-Dec,West,Los Angeles,Bars,Carrot,1,1.77,77.88,smith@gmail.com,https://www.facebook.com
ID07469,21-Dec,West,Los Angeles,Snacks,Potato Chips,1,1.68,48.72,Spectre@gmail.com,https://www.meta.com
ID07470,24-Dec,East,New York,Cookies,Arrowroot,1,2.18,516.66,doe@gmail.com,https://www.spaces.com
ID07471,27-Dec,East,New York,Cookies,Chocolate Chip,1,1.87,121.55,jhon@gmail.com,https://www.google.com
ID07472,30-Dec,West,San Diego,Cookies,Arrowroot,1,2.18,180.94,smith@gmail.com,https://www.yahoo.com
ID07473,2-Jan,East,Boston,Cookies,Arrowroot,1,2.18,69.76,Spectre@gmail.com,https://www.microsoft.com
ID07474,5-Jan,East,Boston,Bars,Carrot,1,1.77,111.51,doe@gmail.com,https://www.facebook.com
ID07475,8-Jan,East,Boston,Snacks,Pretzels,1,3.15,91.35,jhon@gmail.com,https://www.meta.com
ID07476,11-Jan,West,Los Angeles,Bars,Bran,1,1.87,143.99,smith@gmail.com,https://www.spaces.com
ID07477,14-Jan,West,Los Angeles,Cookies,Oatmeal Raisin,1,2.84,227.2,Spectre@gmail.com,https://www.google.com
ID07478,17-Jan,East,New York,Bars,Carrot,1,1.77,180.54,doe@gmail.com,https://www.yahoo.com
ID07479,20-Jan,East,New York,Crackers,Whole Wheat,1,3.49,108.19,jhon@gmail.com,https://www.microsoft.com
ID07480,23-Jan,West,San Diego,Bars,Carrot,1,1.77,99.12,smith@gmail.com,https://www.facebook.com
ID07481,26-Jan,East,Boston,Cookies,Arrowroot,1,2.18,113.36,Spectre@gmail.com,https://www.meta.com
ID07482,29-Jan,East,Boston,Bars,Carrot,1,1.77,90.27,doe@gmail.com,https://www.spaces.com
ID07483,1-Feb,East,Boston,Snacks,Potato Chips,1,1.68,40.32,jhon@gmail.com,https://www.google.com
ID07484,4-Feb,West,Los Angeles,Cookies,Arrowroot,1,2.18,126.44,smith@gmail.com,https://www.yahoo.com
ID07485,7-Feb,West,Los Angeles,Cookies,Chocolate Chip,1,1.87,63.58,Spectre@gmail.com,https://www.microsoft.com
ID07486,10-Feb,East,New York,Bars,Carrot,1,1.77,60.18,doe@gmail.com,https://www.facebook.com
ID07487,13-Feb,East,New York,Snacks,Potato Chips,1,1.68,35.28,jhon@gmail.com,https://www.meta.com
ID07488,16-Feb,West,San Diego,Cookies,Oatmeal Raisin,1,2.84,82.36,smith@gmail.com,https://www.spaces.com
ID07489,19-Feb,East,Boston,Bars,Carrot,1,1.77,120.36,Spectre@gmail.com,https://www.google.com
ID07490,22-Feb,East,Boston,Snacks,Pretzels,1,3.15,97.65,doe@gmail.com,https://www.yahoo.com
ID07491,25-Feb,West,Los Angeles,Cookies,Arrowroot,1,2.18,65.4,jhon@gmail.com,https://www.microsoft.com
ID07492,28-Feb,West,Los Angeles,Cookies,Chocolate Chip,1,1.87,433.84,smith@gmail.com,https://www.facebook.com
ID07493,2-Mar,East,New York,Bars,Bran,1,1.87,127.16,Spectre@gmail.com,https://www.meta.com
ID07494,5-Mar,East,New York,Cookies,Oatmeal Raisin,1,2.84,275.48,doe@gmail.com,https://www.spaces.com
ID07495,8-Mar,West,San Diego,Bars,Bran,1,1.87,160.82,jhon@gmail.com,https://www.google.com
ID07496,11-Mar,West,San Diego,Snacks,Potato Chips,1,1.68,68.88,smith@gmail.com,https://www.yahoo.com
ID07497,14-Mar,East,Boston,Bars,Carrot,1,1.77,164.61,Spectre@gmail.com,https://www.microsoft.com
ID07498,17-Mar,East,Boston,Snacks,Potato Chips,1,1.68,78.96,doe@gmail.com,https://www.facebook.com
ID07499,20-Mar,West,Los Angeles,Bars,Carrot,1,1.77,182.31,jhon@gmail.com,https://www.meta.com
ID07500,23-Mar,West,Los Angeles,Snacks,Potato Chips,1,1.68,55.44,smith@gmail.com,https://www.spaces.com
ID07501,26-Mar,East,New York,Bars,Bran,1,1.87,106.59,Spectre@gmail.com,https://www.google.com
ID07502,29-Mar,East,New York,Cookies,Oatmeal Raisin,1,2.84,184.6,doe@gmail.com,https://www.yahoo.com
ID07503,1-Apr,West,San Diego,Bars,Carrot,1,1.77,208.86,jhon@gmail.com,https://www.microsoft.com
ID07504,4-Apr,East,Boston,Cookies,Arrowroot,1,2.18,78.48,smith@gmail.com,https://www.facebook.com
ID07505,7-Apr,East,Boston,Cookies,Oatmeal Raisin,1,2.84,349.32,Spectre@gmail.com,https://www.meta.com
ID07506,10-Apr,West,Los Angeles,Bars,Carrot,1,1.77,159.3,doe@gmail.com,https://www.spaces.com
ID07507,13-Apr,West,Los Angeles,Crackers,Whole Wheat,1,3.49,73.29,jhon@gmail.com,https://www.google.com
ID07508,16-Apr,East,New York,Bars,Carrot,1,1.77,84.96,smith@gmail.com,https://www.yahoo.com
ID07509,19-Apr,East,New York,Snacks,Potato Chips,1,1.68,40.32,Spectre@gmail.com,https://www.microsoft.com
ID07510,22-Apr,West,San Diego,Cookies,Chocolate Chip,1,1.87,125.29,doe@gmail.com,https://www.facebook.com
ID07511,25-Apr,East,Boston,Bars,Bran,1,1.87,50.49,jhon@gmail.com,https://www.meta.com
ID07512,28-Apr,East,Boston,Cookies,Oatmeal Raisin,1,2.84,366.36,smith@gmail.com,https://www.spaces.com
ID07513,1-May,West,Los Angeles,Cookies,Arrowroot,1,2.18,167.86,Spectre@gmail.com,https://www.google.com
ID07514,4-May,West,Los Angeles,Cookies,Chocolate Chip,1,1.87,108.46,doe@gmail.com,https://www.yahoo.com
ID07515,7-May,East,New York,Bars,Bran,1,1.87,87.89,jhon@gmail.com,https://www.microsoft.com
ID07516,10-May,East,New York,Cookies,Oatmeal Raisin,1,2.84,93.72,smith@gmail.com,https://www.facebook.com
ID07517,13-May,West,San Diego,Cookies,Chocolate Chip,1,1.87,153.34,Spectre@gmail.com,https://www.meta.com
ID07518,16-May,East,Boston,Bars,Carrot,1,1.77,102.66,doe@gmail.com,https://www.spaces.com
ID07519,19-May,East,Boston,Snacks,Pretzels,1,3.15,94.5,jhon@gmail.com,https://www.google.com
ID07520,22-May,West,Los Angeles,Cookies,Chocolate Chip,1,1.87,80.41,smith@gmail.com,https://www.yahoo.com
ID07521,25-May,East,New York,Bars,Carrot,1,1.77,148.68,Spectre@gmail.com,https://www.microsoft.com
ID07522,28-May,West,San Diego,Cookies,Arrowroot,1,2.18,78.48,doe@gmail.com,https://www.facebook.com
ID07523,31-May,West,San Diego,Cookies,Oatmeal Raisin,1,2.84,124.96,jhon@gmail.com,https://www.meta.com
ID07524,3-Jun,East,Boston,Bars,Bran,1,1.87,50.49,smith@gmail.com,https://www.spaces.com
ID07525,6-Jun,East,Boston,Cookies,Oatmeal Raisin,1,2.84,340.8,Spectre@gmail.com,https://www.google.com
ID07526,9-Jun,East,Boston,Crackers,Whole Wheat,1,3.49,90.74,doe@gmail.com,https://www.yahoo.com
ID07527,12-Jun,West,Los Angeles,Bars,Carrot,1,1.77,129.21,jhon@gmail.com,https://www.microsoft.com
ID07528,15-Jun,East,New York,Bars,Bran,1,1.87,71.06,smith@gmail.com,https://www.facebook.com
ID07529,18-Jun,East,New York,Cookies,Oatmeal Raisin,1,2.84,113.6,Spectre@gmail.com,https://www.meta.com
ID07530,21-Jun,West,San Diego,Bars,Carrot,1,1.77,72.57,doe@gmail.com,https://www.spaces.com
ID07531,24-Jun,East,Boston,Bars,Banana,1,2.27,61.29,jhon@gmail.com,https://www.google.com
ID07532,27-Jun,East,Boston,Cookies,Chocolate Chip,1,1.87,71.06,smith@gmail.com,https://www.yahoo.com
ID07533,30-Jun,East,Boston,Crackers,Whole Wheat,1,3.49,118.66,Spectre@gmail.com,https://www.microsoft.com
ID07534,3-Jul,West,Los Angeles,Bars,Bran,1,1.87,121.55,doe@gmail.com,https://www.facebook.com
ID07535,6-Jul,West,Los Angeles,Cookies,Oatmeal Raisin,1,2.84,170.4,jhon@gmail.com,https://www.meta.com
ID07536,9-Jul,East,New York,Cookies,Arrowroot,1,2.18,80.66,smith@gmail.com,https://www.spaces.com
ID07537,12-Jul,East,New York,Cookies,Chocolate Chip,1,1.87,74.8,Spectre@gmail.com,https://www.google.com
ID07538,15-Jul,West,San Diego,Bars,Bran,1,1.87,48.62,doe@gmail.com,https://www.yahoo.com
ID07539,18-Jul,East,Boston,Bars,Banana,1,2.27,49.94,jhon@gmail.com,https://www.microsoft.com
ID07540,21-Jul,East,Boston,Cookies,Chocolate Chip,1,1.87,59.84,smith@gmail.com,https://www.facebook.com
ID07541,24-Jul,East,Boston,Crackers,Whole Wheat,1,3.49,80.27,Spectre@gmail.com,https://www.meta.com
ID07542,27-Jul,West,Los Angeles,Cookies,Arrowroot,1,2.18,43.6,doe@gmail.com,https://www.spaces.com
ID07543,30-Jul,West,Los Angeles,Cookies,Chocolate Chip,1,1.87,119.68,jhon@gmail.com,https://www.google.com
ID07544,2-Aug,East,New York,Bars,Carrot,1,1.77,125.67,smith@gmail.com,https://www.yahoo.com
ID07545,5-Aug,West,San Diego,Cookies,Arrowroot,1,2.18,196.2,Spectre@gmail.com,https://www.microsoft.com
ID07546,8-Aug,West,San Diego,Cookies,Oatmeal Raisin,1,2.84,107.92,doe@gmail.com,https://www.facebook.com
ID07547,11-Aug,East,Boston,Bars,Carrot,1,1.77,97.35,jhon@gmail.com,https://www.meta.com
ID07548,14-Aug,East,Boston,Snacks,Pretzels,1,3.15,69.3,smith@gmail.com,https://www.spaces.com
ID07549,17-Aug,West,Los Angeles,Bars,Carrot,1,1.77,60.18,Spectre@gmail.com,https://www.google.com
ID07550,20-Aug,East,New York,Bars,Bran,1,1.87,72.93,doe@gmail.com,https://www.yahoo.com
ID07551,23-Aug,East,New York,Cookies,Oatmeal Raisin,1,2.84,116.44,jhon@gmail.com,https://www.microsoft.com
ID07552,26-Aug,West,San Diego,Bars,Carrot,1,1.77,72.57,smith@gmail.com,https://www.facebook.com
ID07553,29-Aug,East,Boston,Cookies,Arrowroot,1,2.18,296.48,Spectre@gmail.com,https://www.meta.com
ID07554,1-Sep,East,Boston,Bars,Carrot,1,1.77,44.25,doe@gmail.com,https://www.spaces.com
ID07555,4-Sep,East,Boston,Snacks,Pretzels,1,3.15,81.9,jhon@gmail.com,https://www.google.com
ID07556,7-Sep,West,Los Angeles,Bars,Bran,1,1.87,93.5,smith@gmail.com,https://www.yahoo.com
ID07557,10-Sep,West,Los Angeles,Cookies,Oatmeal Raisin,1,2.84,224.36,Spectre@gmail.com,https://www.microsoft.com
ID07558,13-Sep,East,New York,Bars,Carrot,1,1.77,53.1,doe@gmail.com,https://www.facebook.com
ID07559,16-Sep,East,New York,Snacks,Potato Chips,1,1.68,33.6,jhon@gmail.com,https://www.meta.com
ID07560,19-Sep,West,San Diego,Bars,Carrot,1,1.77,86.73,smith@gmail.com,https://www.spaces.com
ID07561,22-Sep,East,Boston,Cookies,Arrowroot,1,2.18,87.2,Spectre@gmail.com,https://www.google.com
ID07562,25-Sep,East,Boston,Bars,Carrot,1,1.77,54.87,doe@gmail.com,https://www.yahoo.com
ID07563,28-Sep,East,Boston,Snacks,Pretzels,1,3.15,66.15,jhon@gmail.com,https://www.microsoft.com
ID07564,1-Oct,West,Los Angeles,Bars,Bran,1,1.87,80.41,smith@gmail.com,https://www.facebook.com
ID07565,4-Oct,West,Los Angeles,Cookies,Oatmeal Raisin,1,2.84,133.48,Spectre@gmail.com,https://www.meta.com
ID07566,7-Oct,East,New York,Cookies,Arrowroot,1,2.18,381.5,doe@gmail.com,https://www.spaces.com
ID07567,10-Oct,East,New York,Cookies,Chocolate Chip,1,1.87,43.01,jhon@gmail.com,https://www.google.com
ID07568,13-Oct,West,San Diego,Bars,Carrot,1,1.77,70.8,smith@gmail.com,https://www.yahoo.com
ID07569,16-Oct,East,Boston,Cookies,Arrowroot,1,2.18,189.66,Spectre@gmail.com,https://www.microsoft.com
ID07570,19-Oct,East,Boston,Bars,Carrot,1,1.77,76.11,doe@gmail.com,https://www.facebook.com
ID07571,22-Oct,East,Boston,Crackers,Whole Wheat,1,3.49,104.7,jhon@gmail.com,https://www.meta.com
ID07572,25-Oct,West,Los Angeles,Bars,Carrot,1,1.77,61.95,smith@gmail.com,https://www.spaces.com
ID07573,28-Oct,East,New York,Bars,Bran,1,1.87,106.59,Spectre@gmail.com,https://www.google.com
ID07574,31-Oct,East,New York,Snacks,Potato Chips,1,1.68,42,doe@gmail.com,https://www.yahoo.com
ID07575,3-Nov,West,San Diego,Cookies,Chocolate Chip,1,1.87,44.88,jhon@gmail.com,https://www.microsoft.com
ID07576,6-Nov,East,Boston,Bars,Bran,1,1.87,155.21,smith@gmail.com,https://www.facebook.com
ID07577,9-Nov,East,Boston,Cookies,Oatmeal Raisin,1,2.84,352.16,Spectre@gmail.com,https://www.meta.com
ID07578,12-Nov,West,Los Angeles,Bars,Carrot,1,1.77,242.49,doe@gmail.com,https://www.yahoo.com
ID07579,15-Nov,East,New York,Cookies,Arrowroot,1,2.18,318.28,jhon@gmail.com,https://www.microsoft.com
ID07580,18-Nov,East,New York,Cookies,Chocolate Chip,1,1.87,63.58,smith@gmail.com,https://www.facebook.com
ID07581,21-Nov,West,San Diego,Bars,Carrot,1,1.77,35.4,Spectre@gmail.com,https://www.meta.com
ID07582,24-Nov,East,Boston,Cookies,Arrowroot,1,2.18,303.02,doe@gmail.com,https://www.yahoo.com
ID07583,27-Nov,East,Boston,Cookies,Chocolate Chip,1,1.87,394.57,jhon@gmail.com,https://www.microsoft.com
ID07584,30-Nov,East,Boston,Crackers,Whole Wheat,1,3.49,69.8,smith@gmail.com,https://www.facebook.com
ID07585,3-Dec,West,Los Angeles,Bars,Bran,1,1.87,78.54,Spectre@gmail.com,https://www.meta.com
ID07586,6-Dec,West,Los Angeles,Cookies,Oatmeal Raisin,1,2.84,284,doe@gmail.com,https://www.yahoo.com
ID07587,9-Dec,East,New York,Bars,Carrot,1,1.77,67.26,jhon@gmail.com,https://www.microsoft.com
